	PINK1-PRKN Mediated Mitophagy	Receptor Mediated Mitophagy
Pigv	0.0	0.0
Pigg	0.0	0.0
Pigb	0.0	0.0
Pigq	0.0	0.0
Pigz	0.0	0.0
Pigf	0.0	0.0
Pigl	0.0	0.0
Pigc	0.0	0.0
Pigx	0.0	0.0
Piga	0.0	0.0
Pigyl	0.0	0.0
Pigm	0.0	0.0
Pigh	0.0	0.0
Pigw	0.0	0.0
Pign	0.0	0.0
Pigu	0.0	0.0
Pgap1	0.0	0.0
Gpaa1	0.0	0.0
Pigt	0.0	0.0
Pigs	0.0	0.0
Pigk	0.0	0.0
Bglap2	0.0	0.0
Ggcx	0.0	0.0
Proz	0.0	0.0
Dohh	0.0	0.0
Eif5a2	0.0	0.0
Dhps	0.0	0.0
Dph5	0.0	0.0
Dph1	0.0	0.0
Dnajc24	0.0	0.0
Dph3	0.0	0.0
Dph6	0.0	0.0
Dph2	0.0	0.0
Nsmce1	0.0	0.0
Smc5	0.0	0.0
Smc6	0.0	0.0
Nsmce4a	0.0	0.0
Eid3	0.0	0.0
Pias2	0.0	0.0
Nsmce3	0.0	0.0
Brca1	0.0	0.0
Nsmce2	0.0	0.0
Sp100	0.0	0.0
Foxl2	0.0	0.0
Sp3	0.0	0.0
Hic1	0.0	0.0
Mitf	0.0	0.0
Trim27	0.0	0.0
Mbd1	0.0	0.0
Uhrf2	0.0	0.0
Casp8ap2	0.0	0.0
Ddx5	0.0	0.0
Topors	0.0	0.0
Ddx17	0.0	0.0
Safb	0.0	0.0
Ctbp1	0.0	0.0
Nrip1	0.0	0.0
Zfp131	0.0	0.0
Mrtfa	0.0	0.0
Satb1	0.0	0.0
Satb2	0.0	0.0
Nop58	0.0	0.0
Hnrnpk	0.0	0.0
Hnrnpc	0.0	0.0
Top2b	0.0	0.0
Top1	0.0	0.0
Top2a	0.0	0.0
Sae1	0.0	0.0
Uba2	0.0	0.0
Rwdd3	0.0	0.0
Senp2	0.0	0.0
Senp5	0.0	0.0
Senp1	0.0	0.0
Npl	0.0	0.0
St6galnac1	0.0	0.0
St8sia5	0.0	0.0
Nans	0.0	0.0
Slc35a1	0.0	0.0
Gne	0.0	0.0
Cmas	0.0	0.0
St6galnac5	0.0	0.0
St6gal2	0.0	0.0
St3gal5	0.0	0.0
Nanp	0.0	0.0
Slc17a5	0.0	0.0
St6gal1	0.0	0.0
St8sia6	0.0	0.0
St8sia3	0.0	0.0
St8sia1	0.0	0.0
St6galnac2	0.0	0.0
St6galnac4	0.0	0.0
St6galnac3	0.0	0.0
Nus1	0.0	0.0
Dolpp1	0.0	0.0
Dolk	0.0	0.0
Mvd	0.0	0.0
Dhdds	0.0	0.0
Mpi	0.0	0.0
Pmm1	0.0	0.0
Gfpt2	0.0	0.0
Pgm3	0.0	0.0
Amdhd2	0.0	0.0
Gfpt1	0.0	0.0
Renbp	0.0	0.0
Gnpnat1	0.0	0.0
Uap1	0.0	0.0
Nagk	0.0	0.0
Slc35c1	0.0	0.0
Gfus	0.0	0.0
Gmds	0.0	0.0
Fpgt	0.0	0.0
Fcsk	0.0	0.0
Fuom	0.0	0.0
Man1a2	0.0	0.0
Man1c1	0.0	0.0
Man1a	0.0	0.0
Mgat3	0.0	0.0
Mgat5	0.0	0.0
Mgat4c	0.0	0.0
Mgat4b	0.0	0.0
Man2a2	0.0	0.0
Mgat2	0.0	0.0
Man2a1	0.0	0.0
Fut8	0.0	0.0
Chst10	0.0	0.0
Chst8	0.0	0.0
Adamts3	0.0	0.0
Thsd1	0.0	0.0
Adamts5	0.0	0.0
Sema5b	0.0	0.0
Adamts15	0.0	0.0
Adamts18	0.0	0.0
Adamtsl4	0.0	0.0
Thsd4	0.0	0.0
Sspo	0.0	0.0
Spon2	0.0	0.0
Thsd7a	0.0	0.0
Adamts8	0.0	0.0
Adamts19	0.0	0.0
Adamts20	0.0	0.0
Pofut2	0.0	0.0
Adamts1	0.0	0.0
Thsd7b	0.0	0.0
Adamtsl3	0.0	0.0
Adamts9	0.0	0.0
Adamts17	0.0	0.0
Thbs2	0.0	0.0
Adamtsl2	0.0	0.0
Spon1	0.0	0.0
Adamtsl5	0.0	0.0
Adamts16	0.0	0.0
Adamts14	0.0	0.0
Adamts2	0.0	0.0
Adamts4	0.0	0.0
Adamtsl1	0.0	0.0
Adamts12	0.0	0.0
Adamts6	0.0	0.0
Adamts13	0.0	0.0
Adamts10	0.0	0.0
Sbspon	0.0	0.0
B3glct	0.0	0.0
Adamts7	0.0	0.0
Muc21	0.0	0.0
Muc15	0.0	0.0
Muc20	0.0	0.0
Muc5ac	0.0	0.0
Muc16	0.0	0.0
Muc1	0.0	0.0
Muc2	0.0	0.0
Muc13	0.0	0.0
Muc5b	0.0	0.0
Nedd8	0.0	0.0
Bap1	0.0	0.0
Adrm1	0.0	0.0
Mbd5	0.0	0.0
Foxk2	0.0	0.0
Uchl5	0.0	0.0
Uchl3	0.0	0.0
Mbd6	0.0	0.0
Asxl1	0.0	0.0
Uchl1	0.0	0.0
Asxl2	0.0	0.0
Foxk1	0.0	0.0
Josd2	0.0	0.0
Josd1	0.0	0.0
Usp11	0.0	0.0
Adrb2	0.0	0.0
Usp44	0.0	0.0
Usp28	0.0	0.0
Usp21	0.0	0.0
Usp17la	0.0	0.0
Usp3	0.0	0.0
Wdr20	0.0	0.0
Usp16	0.0	0.0
Rnf146	0.0	0.0
Becn1	0.0	0.0
Usp20	0.0	0.0
Usp8	0.0	0.0
Tada2b	0.0	0.0
Otub1	0.0	0.0
Usp26	0.0	0.0
Smad1	0.0	0.0
Usp24	0.0	0.0
Usp13	0.0	0.0
Usp25	0.0	0.0
Usp42	0.0	0.0
Axin2	0.0	0.0
Vdac2	0.0	0.0
Usp17ld	0.0	0.0
Vdac3	0.0	0.0
Tgfbr1	0.0	0.0
Snx3	0.0	0.0
Trrap	0.0	0.0
Tnks2	0.0	0.0
Ptrh2	0.0	0.0
Ide	0.0	0.0
Atxn7	0.0	0.0
Rnf128	0.0	0.0
Usp5	0.0	0.0
Fkbp8	0.0	0.0
Usp4	0.0	0.0
Rce1	0.0	0.0
Usp47	0.0	0.0
Tada3	0.0	0.0
Hgs	0.0	0.0
Usp17lb	0.0	0.0
Mul1	0.0	0.0
Usp14	0.0	0.0
Stam2	0.0	0.0
Ifih1	0.0	0.0
Usp17lc	0.0	0.0
Rhot1	0.0	0.0
Usp12	0.0	0.0
Usp48	0.0	0.0
Usp37	0.0	0.0
Usp22	0.0	0.0
Usp15	0.0	0.0
Usp17le	0.0	0.0
Usp34	0.0	0.0
Usp19	0.0	0.0
Tnks	0.0	0.0
Yod1	0.0	0.0
Otud7a	0.0	0.0
Vcpip1	0.0	0.0
Zranb1	0.0	0.0
Tnip3	0.0	0.0
Otud7b	0.0	0.0
Otub2	0.0	0.0
Tnip1	0.0	0.0
Apc	0.0	0.0
Otud3	0.0	0.0
Stambp	0.0	0.0
Mysm1	0.0	0.0
Stam	0.0	0.0
Abraxas2	0.0	0.0
Stambpl1	0.0	0.0
Otulin	0.0	0.0
Rnf152	0.0	0.0
Rnf144a	0.0	0.0
Pex10	0.0	0.0
Pex14	0.0	0.0
Rnf40	0.0	0.0
Hltf	0.0	0.0
Pex13	0.0	0.0
Rnf181	0.0	0.0
Rnf20	0.0	0.0
Wac	0.0	0.0
Shprh	0.0	0.0
Pex12	0.0	0.0
Rab43	0.0	0.0
Rab23	0.0	0.0
Rab17	0.0	0.0
Rab12	0.0	0.0
Rab36	0.0	0.0
Rab40b	0.0	0.0
Rab13	0.0	0.0
Rab15	0.0	0.0
Rab11b	0.0	0.0
Rab39b	0.0	0.0
Rab33a	0.0	0.0
Rab40c	0.0	0.0
Rab3b	0.0	0.0
Rab21	0.0	0.0
Rab8b	0.0	0.0
Rab22a	0.0	0.0
Rab3c	0.0	0.0
Rab19	0.0	0.0
Rab7b	0.0	0.0
Rab30	0.0	0.0
Rab29	0.0	0.0
Rab35	0.0	0.0
Rab34	0.0	0.0
Rab11a	0.0	0.0
Rab9	0.0	0.0
Rab26	0.0	0.0
Chml	0.0	0.0
Rab32	0.0	0.0
Rab20	0.0	0.0
Rab6b	0.0	0.0
Ptp4a2	0.0	0.0
Rab2b	0.0	0.0
Rab25	0.0	0.0
Rab39	0.0	0.0
Rab33b	0.0	0.0
Rab38	0.0	0.0
Mettl21a	0.0	0.0
Camkmt	0.0	0.0
Eef2kmt	0.0	0.0
Etfb	0.0	0.0
Mettl22	0.0	0.0
Eef1akmt2	0.0	0.0
Vcpkmt	0.0	0.0
Kin	0.0	0.0
Eef1akmt1	0.0	0.0
Etfbkmt	0.0	0.0
Neurl2	0.0	0.0
Ccdc22	0.0	0.0
Fem1a	0.0	0.0
Cish	0.0	0.0
Dcaf6	0.0	0.0
Wdtc1	0.0	0.0
Fem1c	0.0	0.0
Commd1	0.0	0.0
Commd4	0.0	0.0
Dcaf13	0.0	0.0
Dcaf8	0.0	0.0
Dda1	0.0	0.0
Dcaf7	0.0	0.0
Ccdc8	0.0	0.0
Tulp4	0.0	0.0
Dcaf10	0.0	0.0
Commd8	0.0	0.0
Commd5	0.0	0.0
Dcun1d1	0.0	0.0
Dcun1d2	0.0	0.0
Dcaf17	0.0	0.0
Obsl1	0.0	0.0
Dcun1d5	0.0	0.0
Nae1	0.0	0.0
Commd6	0.0	0.0
Commd10	0.0	0.0
Spsb3	0.0	0.0
Ankrd9	0.0	0.0
Wsb2	0.0	0.0
Fem1b	0.0	0.0
Dcaf5	0.0	0.0
Cul9	0.0	0.0
Dcaf4	0.0	0.0
Dcaf11	0.0	0.0
Nub1	0.0	0.0
Ubd	0.0	0.0
Commd2	0.0	0.0
Dcun1d3	0.0	0.0
Dcun1d4	0.0	0.0
Commd7	0.0	0.0
Ubxn7	0.0	0.0
Ttll8	0.0	0.0
Ttll7	0.0	0.0
Ttll12	0.0	0.0
Ttll5	0.0	0.0
Ttll6	0.0	0.0
Ttll3	0.0	0.0
Ttll4	0.0	0.0
Ttll11	0.0	0.0
Ttll2	0.0	0.0
Ttll9	0.0	0.0
Ttll10	0.0	0.0
Ttll13	0.0	0.0
Rpl18	0.0	0.0
Rpl23	0.0	0.0
Rpl35	0.0	0.0
Rpl36a	0.0	0.0
Srp54a	0.0	0.0
Rpl3	0.0	0.0
Rpl9	0.0	0.0
Rpl35a	0.0	0.0
Rpl32	0.0	0.0
Rps21	0.0	0.0
Rps6	0.0	0.0
Rps8	0.0	0.0
Rplp1	0.0	0.0
Rps13	0.0	0.0
Rpl3l	0.0	0.0
Rpl4	0.0	0.0
Rpl10-ps3	0.0	0.0
Rpl39	0.0	0.0
Rps15	0.0	0.0
Rpl14	0.0	0.0
Rpl31	0.0	0.0
Rpl7	0.0	0.0
Rpl6	0.0	0.0
Rpl39l	0.0	0.0
Rps20	0.0	0.0
Rpl7a	0.0	0.0
Srp72	0.0	0.0
Rpl38	0.0	0.0
Rpl5	0.0	0.0
Rpsa	0.0	0.0
Rps23	0.0	0.0
Rpl13a	0.0	0.0
Rpl27	0.0	0.0
Rpl37	0.0	0.0
Rps17	0.0	0.0
Rpl23a	0.0	0.0
Rps14	0.0	0.0
Srp68	0.0	0.0
Gm15013	0.0	0.0
Rps26	0.0	0.0
Rps7	0.0	0.0
Rps15a	0.0	0.0
Rpl36a-ps1	0.0	0.0
Rpl30	0.0	0.0
Rps4x	0.0	0.0
Rpl12	0.0	0.0
Rps3	0.0	0.0
Srp54b	0.0	0.0
Rpl8	0.0	0.0
Rpl27a	0.0	0.0
Rpl34	0.0	0.0
Rps16	0.0	0.0
Rpl15	0.0	0.0
Rps11	0.0	0.0
Rpl36al	0.0	0.0
Rpl13	0.0	0.0
Rpl29	0.0	0.0
Rps27l	0.0	0.0
Rplp0	0.0	0.0
Rpl10	0.0	0.0
Rpl37a	0.0	0.0
Rpl10l	0.0	0.0
Rps29	0.0	0.0
Rps3a1	0.0	0.0
Srp19	0.0	0.0
Rpl22	0.0	0.0
Rpl28	0.0	0.0
Rps28	0.0	0.0
Rpl11	0.0	0.0
Rps9	0.0	0.0
Srp9	0.0	0.0
Rpl18a	0.0	0.0
Rpl24	0.0	0.0
Rpl26	0.0	0.0
Rps18	0.0	0.0
Rplp2	0.0	0.0
Rps19	0.0	0.0
Rpl19	0.0	0.0
Gm6525	0.0	0.0
Rps24	0.0	0.0
Gm2000	0.0	0.0
Rps10	0.0	0.0
Rps25	0.0	0.0
Rpl22l1	0.0	0.0
Mrpl36	0.0	0.0
Mrpl45	0.0	0.0
Mrps7	0.0	0.0
Aurkaip1	0.0	0.0
Mrps6	0.0	0.0
Mrps33	0.0	0.0
Mrpl4	0.0	0.0
Mrpl27	0.0	0.0
Mrps11	0.0	0.0
Mrpl11	0.0	0.0
Mrpl32	0.0	0.0
Mrpl43	0.0	0.0
Mrpl52	0.0	0.0
Mrps36	0.0	0.0
Mrpl49	0.0	0.0
Mrpl17	0.0	0.0
Mrpl51	0.0	0.0
Mrps10	0.0	0.0
Mrps31	0.0	0.0
Mrpl24	0.0	0.0
Mrpl55	0.0	0.0
Mrps18a	0.0	0.0
Mrpl53	0.0	0.0
Mrpl34	0.0	0.0
Mrpl38	0.0	0.0
Mrps27	0.0	0.0
Mrpl18	0.0	0.0
Dap3	0.0	0.0
Mrps35	0.0	0.0
Mrpl54	0.0	0.0
Mrpl47	0.0	0.0
Mrpl33	0.0	0.0
Mrpl50	0.0	0.0
Mrpl2	0.0	0.0
Mrps22	0.0	0.0
Mrps17	0.0	0.0
Eral1	0.0	0.0
Mrps18c	0.0	0.0
Mrps12	0.0	0.0
Mrpl19	0.0	0.0
Mrpl44	0.0	0.0
Mrps28	0.0	0.0
Mrps5	0.0	0.0
Mrps2	0.0	0.0
Mrpl46	0.0	0.0
Mrpl15	0.0	0.0
Mrpl42	0.0	0.0
Mrpl58	0.0	0.0
Oxa1l	0.0	0.0
Mrpl35	0.0	0.0
Mrpl20	0.0	0.0
Mrpl9	0.0	0.0
Mrps14	0.0	0.0
Mrpl30	0.0	0.0
Mrpl28	0.0	0.0
Mrpl22	0.0	0.0
Mrpl41	0.0	0.0
Mrps24	0.0	0.0
Mrpl37	0.0	0.0
Chchd1	0.0	0.0
Mrpl13	0.0	0.0
Gfm1	0.0	0.0
Ptcd3	0.0	0.0
Mrps9	0.0	0.0
Mrps25	0.0	0.0
Mrps26	0.0	0.0
Gadd45gip1	0.0	0.0
Mrps16	0.0	0.0
Mrpl57	0.0	0.0
Mrps23	0.0	0.0
Mrpl1	0.0	0.0
Mrpl40	0.0	0.0
Mrps18b	0.0	0.0
Mrpl23	0.0	0.0
Mrps15	0.0	0.0
Mrpl3	0.0	0.0
Mrpl21	0.0	0.0
Mrps34	0.0	0.0
Mrpl14	0.0	0.0
Mrpl48	0.0	0.0
Mrpl10	0.0	0.0
Mrpl39	0.0	0.0
Mrps30	0.0	0.0
Mrpl12	0.0	0.0
Mrps21	0.0	0.0
Mrpl16	0.0	0.0
Mrrf	0.0	0.0
Mtrf1l	0.0	0.0
Gfm2	0.0	0.0
Eif3d	0.0	0.0
Eif3e	0.0	0.0
Eif3m	0.0	0.0
Eif3j1	0.0	0.0
Eif1ax	0.0	0.0
Eif4b	0.0	0.0
Eif3i	0.0	0.0
Pabpc1	0.0	0.0
Eif3f	0.0	0.0
Eif3a	0.0	0.0
Eif3c	0.0	0.0
Eif3g	0.0	0.0
Eif3b	0.0	0.0
Eif3h	0.0	0.0
Eif4h	0.0	0.0
Eif3k	0.0	0.0
Eif3l	0.0	0.0
Eif3j2	0.0	0.0
Eif5	0.0	0.0
Eif5b	0.0	0.0
Eif2b3	0.0	0.0
Eif2b1	0.0	0.0
Eif2b5	0.0	0.0
Eif2b2	0.0	0.0
Eif2b4	0.0	0.0
Gspt2	0.0	0.0
Etf1	0.0	0.0
Gspt1	0.0	0.0
Smn1	0.0	0.0
Ddx20	0.0	0.0
Snupn	0.0	0.0
Snrpd2	0.0	0.0
Gemin2	0.0	0.0
Gemin6	0.0	0.0
Clns1a	0.0	0.0
Gemin8	0.0	0.0
Gemin7	0.0	0.0
Gemin4	0.0	0.0
Gemin5	0.0	0.0
Snrpd1	0.0	0.0
Tut4	0.0	0.0
Parn	0.0	0.0
Pan3	0.0	0.0
Pan2	0.0	0.0
Paip1	0.0	0.0
Tut7	0.0	0.0
Ttc37	0.0	0.0
Exosc2	0.0	0.0
Skiv2l	0.0	0.0
Exosc5	0.0	0.0
Dcps	0.0	0.0
Exosc1	0.0	0.0
Exosc6	0.0	0.0
Exosc4	0.0	0.0
Exosc9	0.0	0.0
Exosc3	0.0	0.0
Exosc7	0.0	0.0
Exosc8	0.0	0.0
Nt5c3b	0.0	0.0
Dis3	0.0	0.0
Hbs1l	0.0	0.0
Edc4	0.0	0.0
Lsm5	0.0	0.0
Lsm2	0.0	0.0
Lsm7	0.0	0.0
Dcp2	0.0	0.0
Dcp1a	0.0	0.0
Lsm3	0.0	0.0
Edc3	0.0	0.0
Dcp1b	0.0	0.0
Lsm4	0.0	0.0
Ddx6	0.0	0.0
Patl1	0.0	0.0
Lsm6	0.0	0.0
Lsm1	0.0	0.0
Xrn1	0.0	0.0
Zfp36l1	0.0	0.0
Hspb1	0.0	0.0
Hnrnpd	0.0	0.0
Tnpo1	0.0	0.0
Zfp36	0.0	0.0
Anp32a	0.0	0.0
Elavl1	0.0	0.0
Khsrp	0.0	0.0
Prpf31	0.0	0.0
Ybx1	0.0	0.0
Cwc25	0.0	0.0
Prcc	0.0	0.0
U2surp	0.0	0.0
Srrm2	0.0	0.0
Cdc5l	0.0	0.0
Ccar1	0.0	0.0
Sf1	0.0	0.0
Cwc22	0.0	0.0
Pqbp1	0.0	0.0
Ctnnbl1	0.0	0.0
Hnrnpr	0.0	0.0
Sugp1	0.0	0.0
Ppil1	0.0	0.0
Prpf6	0.0	0.0
Gcfc2	0.0	0.0
Hnrnpa3	0.0	0.0
Sf3b6	0.0	0.0
Wbp4	0.0	0.0
Prpf38a	0.0	0.0
Bud31	0.0	0.0
Snu13	0.0	0.0
Usp39	0.0	0.0
Mtrex	0.0	0.0
Ddx23	0.0	0.0
Ppih	0.0	0.0
Hnrnpa2b1	0.0	0.0
Prpf3	0.0	0.0
Hnrnpm	0.0	0.0
Sart1	0.0	0.0
Hnrnpul1	0.0	0.0
Elavl2	0.0	0.0
Gm7879	0.0	0.0
Rbm17	0.0	0.0
Lsm8	0.0	0.0
Tra2b	0.0	0.0
Sf3b2	0.0	0.0
Snrnp70	0.0	0.0
Rbm22	0.0	0.0
Hnrnpl	0.0	0.0
Dnajc8	0.0	0.0
Sf3b5	0.0	0.0
Syf2	0.0	0.0
Sf3a2	0.0	0.0
Snrpa1	0.0	0.0
Pcbp1	0.0	0.0
Phf5a	0.0	0.0
Ppil4	0.0	0.0
Snrpa	0.0	0.0
Sf3b4	0.0	0.0
Prpf4	0.0	0.0
Ddx42	0.0	0.0
Srsf10	0.0	0.0
Eftud2	0.0	0.0
Snrnp27	0.0	0.0
Snrnp200	0.0	0.0
Cherp	0.0	0.0
Snrnp40	0.0	0.0
Plrg1	0.0	0.0
Ppwd1	0.0	0.0
Prpf8	0.0	0.0
Prpf40a	0.0	0.0
Hnrnpu	0.0	0.0
Pcbp2	0.0	0.0
Sf3a1	0.0	0.0
Bcas2	0.0	0.0
Rbm5	0.0	0.0
Puf60	0.0	0.0
Rbmx	0.0	0.0
Txnl4a	0.0	0.0
Sf3a3	0.0	0.0
Snrpb2	0.0	0.0
Dhx15	0.0	0.0
Crnkl1	0.0	0.0
Cwc15	0.0	0.0
Hnrnph1	0.0	0.0
Ddx46	0.0	0.0
Ppil3	0.0	0.0
Wbp11	0.0	0.0
Sf3b3	0.0	0.0
Cwc27	0.0	0.0
Hnrnpf	0.0	0.0
Ptbp1	0.0	0.0
Hnrnph2	0.0	0.0
Snrpn	0.0	0.0
Tfip11	0.0	0.0
Gpkow	0.0	0.0
Fus	0.0	0.0
Cd2bp2	0.0	0.0
Snrpc	0.0	0.0
Smndc1	0.0	0.0
Ppil6	0.0	0.0
Dhx16	0.0	0.0
Hnrnpa1	0.0	0.0
Hnrnpa0	0.0	0.0
Rnpc3	0.0	0.0
Zcrb1	0.0	0.0
Pdcd7	0.0	0.0
Zmat5	0.0	0.0
Zrsr2	0.0	0.0
Snrnp25	0.0	0.0
Snrnp35	0.0	0.0
Snrnp48	0.0	0.0
Nxf1	0.0	0.0
Nxf2	0.0	0.0
Nxt1	0.0	0.0
Gle1	0.0	0.0
Nxf7	0.0	0.0
Utp11	0.0	0.0
Imp4	0.0	0.0
Xrn2	0.0	0.0
Riok1	0.0	0.0
Utp4	0.0	0.0
Wdr46	0.0	0.0
Wdr75	0.0	0.0
Pwp2	0.0	0.0
Utp14a	0.0	0.0
Rrp7a	0.0	0.0
Krr1	0.0	0.0
Utp14b	0.0	0.0
Utp25	0.0	0.0
Gnl3	0.0	0.0
Riok3	0.0	0.0
Fbl	0.0	0.0
Imp3	0.0	0.0
Dhx37	0.0	0.0
Nob1	0.0	0.0
Ddx47	0.0	0.0
Fcf1	0.0	0.0
Wdr36	0.0	0.0
Exosc10	0.0	0.0
Wdr12	0.0	0.0
Emg1	0.0	0.0
Tbl3	0.0	0.0
Ltv1	0.0	0.0
Mphosph10	0.0	0.0
Pelp1	0.0	0.0
Utp18	0.0	0.0
Bop1	0.0	0.0
Nop56	0.0	0.0
Nol9	0.0	0.0
Wdr18	0.0	0.0
Eri1	0.0	0.0
Nol11	0.0	0.0
Ddx49	0.0	0.0
Senp3	0.0	0.0
Nol6	0.0	0.0
Bud23	0.0	0.0
Nip7	0.0	0.0
Mphosph6	0.0	0.0
Rpp40	0.0	0.0
Rpp30	0.0	0.0
Rcl1	0.0	0.0
Las1l	0.0	0.0
Utp15	0.0	0.0
Bms1	0.0	0.0
Tex10	0.0	0.0
C1d	0.0	0.0
Riok2	0.0	0.0
Utp20	0.0	0.0
Nop14	0.0	0.0
Rpp38	0.0	0.0
Rpp21	0.0	0.0
Ftsj3	0.0	0.0
Utp6	0.0	0.0
Ebna1bp2	0.0	0.0
Wdr43	0.0	0.0
Pno1	0.0	0.0
Rrp36	0.0	0.0
Bysl	0.0	0.0
Pdcd11	0.0	0.0
Utp3	0.0	0.0
Heatr1	0.0	0.0
Isg20l2	0.0	0.0
Ncl	0.0	0.0
Rrp9	0.0	0.0
Ddx52	0.0	0.0
Wdr3	0.0	0.0
Tsr1	0.0	0.0
Pes1	0.0	0.0
Rpp25	0.0	0.0
Noc4l	0.0	0.0
Apobec1	0.0	0.0
Adarb1	0.0	0.0
Upf1	0.0	0.0
Upf2	0.0	0.0
Smg6	0.0	0.0
Smg8	0.0	0.0
Upf3a	0.0	0.0
Smg7	0.0	0.0
Smg9	0.0	0.0
Smg5	0.0	0.0
Smg1	0.0	0.0
Pnrc2	0.0	0.0
Tcap	0.0	0.0
Tpm3	0.0	0.0
Tmod2	0.0	0.0
Myh3	0.0	0.0
Tnnt2	0.0	0.0
Mybpc3	0.0	0.0
Myl1	0.0	0.0
Tnnt1	0.0	0.0
Myl3	0.0	0.0
Neb	0.0	0.0
Tnnt3	0.0	0.0
Tpm2	0.0	0.0
Myh8	0.0	0.0
Tnnc1	0.0	0.0
Tnni1	0.0	0.0
Myl4	0.0	0.0
Des	0.0	0.0
Tnni2	0.0	0.0
Mybpc1	0.0	0.0
Tmod3	0.0	0.0
Dmd	0.0	0.0
Tpm1	0.0	0.0
Tnnc2	0.0	0.0
Tmod1	0.0	0.0
Actn3	0.0	0.0
Tpm4	0.0	0.0
Tmod4	0.0	0.0
Acta1	0.0	0.0
Myh6	0.0	0.0
Myl2	0.0	0.0
Tnni3	0.0	0.0
Mybpc2	0.0	0.0
Actc1	0.0	0.0
Actg2	0.0	0.0
Cald1	0.0	0.0
Dysf	0.0	0.0
Mylk	0.0	0.0
Myl7	0.0	0.0
Sorbs3	0.0	0.0
Acta2	0.0	0.0
Sorbs1	0.0	0.0
Cav3	0.0	0.0
Mylpf	0.0	0.0
Myl12b	0.0	0.0
Myh11	0.0	0.0
Myl10	0.0	0.0
Trim72	0.0	0.0
Lmod1	0.0	0.0
Myl9	0.0	0.0
Gm49909	0.0	0.0
Myl6	0.0	0.0
Myl6b	0.0	0.0
Kcnk4	0.0	0.0
Kcnj4	0.0	0.0
Kcnk10	0.0	0.0
Kcnk15	0.0	0.0
Kcnk16	0.0	0.0
Kcnk5	0.0	0.0
Kcnk6	0.0	0.0
Kcnk18	0.0	0.0
Kcnj12	0.0	0.0
Kcnk13	0.0	0.0
Kcnj14	0.0	0.0
Kcnk7	0.0	0.0
Kcnk12	0.0	0.0
Kcnj2	0.0	0.0
Kcnk1	0.0	0.0
Kcnk3	0.0	0.0
Kcnk2	0.0	0.0
Kcnk9	0.0	0.0
Kcne3	0.0	0.0
Kcnq1	0.0	0.0
Kcne1l	0.0	0.0
Kcne4	0.0	0.0
Kcnh2	0.0	0.0
Kcne2	0.0	0.0
Camk2g	0.0	0.0
Scn5a	0.0	0.0
Fgf12	0.0	0.0
Cacnb2	0.0	0.0
Cacng6	0.0	0.0
Fgf11	0.0	0.0
Cacng7	0.0	0.0
Scn9a	0.0	0.0
Fgf13	0.0	0.0
Scn4a	0.0	0.0
Scn3b	0.0	0.0
Scn1a	0.0	0.0
Scn2b	0.0	0.0
Cacna1c	0.0	0.0
Cacna2d2	0.0	0.0
Scn10a	0.0	0.0
Scn11a	0.0	0.0
Fgf14	0.0	0.0
Scn2a	0.0	0.0
Scn8a	0.0	0.0
Camk2a	0.0	0.0
Scn1b	0.0	0.0
Scn3a	0.0	0.0
Scn4b	0.0	0.0
Camk2b	0.0	0.0
Rangrf	0.0	0.0
Cacnb1	0.0	0.0
Scn7a	0.0	0.0
Camk2d	0.0	0.0
Kcnd3	0.0	0.0
Kcnip3	0.0	0.0
Kcnip4	0.0	0.0
Kcnd1	0.0	0.0
Kcnip2	0.0	0.0
Kcnd2	0.0	0.0
Kcnip1	0.0	0.0
Npr1	0.0	0.0
Npr2	0.0	0.0
Nppa	0.0	0.0
Atp1a1	0.0	0.0
Abcc9	0.0	0.0
Atp1a4	0.0	0.0
Atp1a2	0.0	0.0
Casq1	0.0	0.0
Ryr2	0.0	0.0
Dmpk	0.0	0.0
Ryr1	0.0	0.0
Fxyd2	0.0	0.0
Asph	0.0	0.0
Ahcyl1	0.0	0.0
Atp1a3	0.0	0.0
Fxyd7	0.0	0.0
Fkbp1b	0.0	0.0
Trdn	0.0	0.0
Nos1	0.0	0.0
Pln	0.0	0.0
Fxyd6	0.0	0.0
Casq2	0.0	0.0
Kcnj11	0.0	0.0
Ryr3	0.0	0.0
Fxyd4	0.0	0.0
Fxyd3	0.0	0.0
Fxyd1	0.0	0.0
Gjc1	0.0	0.0
Panx2	0.0	0.0
Cacnb4	0.0	0.0
Cacna1a	0.0	0.0
Cacnb3	0.0	0.0
Cacna1e	0.0	0.0
Cacna2d3	0.0	0.0
Cacna1b	0.0	0.0
Syn2	0.0	0.0
Ppfia4	0.0	0.0
Slc18a2	0.0	0.0
Unc13b	0.0	0.0
Ppfia3	0.0	0.0
Syn1	0.0	0.0
Rims1	0.0	0.0
Syn3	0.0	0.0
Ppfia1	0.0	0.0
Syt1	0.0	0.0
Cplx1	0.0	0.0
Stxbp1	0.0	0.0
Ppfia2	0.0	0.0
Arl6ip5	0.0	0.0
Slc1a6	0.0	0.0
Slc1a1	0.0	0.0
Slc17a7	0.0	0.0
Slc1a3	0.0	0.0
Slc38a2	0.0	0.0
Slc1a2	0.0	0.0
Slc1a7	0.0	0.0
Lin7b	0.0	0.0
Lin7c	0.0	0.0
Lin7a	0.0	0.0
Apba1	0.0	0.0
Cask	0.0	0.0
Slc5a7	0.0	0.0
Slc18a3	0.0	0.0
