	PINK1-PRKN Mediated Mitophagy	Receptor Mediated Mitophagy
Rxrb	0.0	0.0
Thra	0.0	0.0
Nr1d2	0.0	0.0
Nr2c2	0.0	0.0
Nr0b1	0.0	0.0
Rxrg	0.0	0.0
Nr5a1	0.0	0.0
Nr2f6	0.0	0.0
Nr4a2	0.0	0.0
Hnf4a	0.0	0.0
Tcf7l2	0.0	0.0
Lef1	0.0	0.0
Tfap2a	0.0	0.0
Tfap2c	0.0	0.0
Kctd1	0.0	0.0
Tfap2b	0.0	0.0
Tfap2d	0.0	0.0
Tfap2e	0.0	0.0
Wwox	0.0	0.0
Yeats4	0.0	0.0
Cited4	0.0	0.0
Cited1	0.0	0.0
Cga	0.0	0.0
Lhb	0.0	0.0
Atad2	0.0	0.0
Myc	0.0	0.0
Runx3	0.0	0.0
Zfhx3	0.0	0.0
Smurf1	0.0	0.0
Cbfb	0.0	0.0
Tcf7	0.0	0.0
Tcf7l1	0.0	0.0
Kras	0.0	0.0
Brd2	0.0	0.0
Runx2	0.0	0.0
Stub1	0.0	0.0
Foxp3	0.0	0.0
Pml	0.0	0.0
Sin3a	0.0	0.0
Zfpm1	0.0	0.0
Gata1	0.0	0.0
Sin3b	0.0	0.0
Lmo2	0.0	0.0
Lmo1	0.0	0.0
Ldb1	0.0	0.0
Itch	0.0	0.0
Gata3	0.0	0.0
Gata2	0.0	0.0
Tal1	0.0	0.0
Pcgf5	0.0	0.0
Yaf2	0.0	0.0
Auts2	0.0	0.0
Rybp	0.0	0.0
Pax5	0.0	0.0
Elf1	0.0	0.0
Mga	0.0	0.0
Epc1	0.0	0.0
Max	0.0	0.0
L3mbtl2	0.0	0.0
Pcgf2	0.0	0.0
E2f6	0.0	0.0
Pcgf6	0.0	0.0
Mecp2	0.0	0.0
Foxo6	0.0	0.0
Foxo4	0.0	0.0
Atxn3	0.0	0.0
Sirt3	0.0	0.0
Foxg1	0.0	0.0
Ncbp1	0.0	0.0
Mllt3	0.0	0.0
Cdc73	0.0	0.0
Supt6	0.0	0.0
Wdr61	0.0	0.0
Gtf2b	0.0	0.0
Mllt1	0.0	0.0
Ncbp2	0.0	0.0
Eaf2	0.0	0.0
Aff4	0.0	0.0
Rtf1	0.0	0.0
Gtf2a2	0.0	0.0
Ctr9	0.0	0.0
Gtf2a1	0.0	0.0
Gtf2e1	0.0	0.0
Leo1	0.0	0.0
Gtf2e2	0.0	0.0
Paf1	0.0	0.0
Iws1	0.0	0.0
Eaf1	0.0	0.0
Ice2	0.0	0.0
Nabp1	0.0	0.0
Snapc4	0.0	0.0
Rprd1a	0.0	0.0
Snapc3	0.0	0.0
Pou2f1	0.0	0.0
Ints9	0.0	0.0
Ints2	0.0	0.0
Snapc5	0.0	0.0
Ints11	0.0	0.0
Snapc1	0.0	0.0
Ssu72	0.0	0.0
Rprd1b	0.0	0.0
Pcf11	0.0	0.0
Taf8	0.0	0.0
Zc3h8	0.0	0.0
Rprd2	0.0	0.0
Ints13	0.0	0.0
Ints12	0.0	0.0
Srrt	0.0	0.0
Ints10	0.0	0.0
Snapc2	0.0	0.0
Pou2f2	0.0	0.0
Ice1	0.0	0.0
Ell2	0.0	0.0
Ints6	0.0	0.0
Rpap2	0.0	0.0
Ints7	0.0	0.0
Ints4	0.0	0.0
Nabp2	0.0	0.0
Ell3	0.0	0.0
Ints8	0.0	0.0
Ints14	0.0	0.0
Ints3	0.0	0.0
Ints5	0.0	0.0
Phax	0.0	0.0
Ints1	0.0	0.0
Dhx38	0.0	0.0
Snrpe	0.0	0.0
Thoc5	0.0	0.0
Wdr33	0.0	0.0
Snrpf	0.0	0.0
Clp1	0.0	0.0
Fyttd1	0.0	0.0
Alyref	0.0	0.0
Cstf1	0.0	0.0
Srsf11	0.0	0.0
Srsf9	0.0	0.0
Magoh	0.0	0.0
U2af1l4	0.0	0.0
Srsf4	0.0	0.0
Srsf6	0.0	0.0
Poldip3	0.0	0.0
Cstf2t	0.0	0.0
Sarnp	0.0	0.0
Lsm10	0.0	0.0
Srsf1	0.0	0.0
Srsf7	0.0	0.0
Eif4a3	0.0	0.0
Rnps1	0.0	0.0
Cdc40	0.0	0.0
Srrm1	0.0	0.0
Upf3b	0.0	0.0
Cstf2	0.0	0.0
Magohb	0.0	0.0
Srsf5	0.0	0.0
Cpsf2	0.0	0.0
Cpsf3	0.0	0.0
Zc3h11a	0.0	0.0
Slbp	0.0	0.0
Snrpb	0.0	0.0
Slu7	0.0	0.0
Srsf3	0.0	0.0
Lsm11	0.0	0.0
Papola	0.0	0.0
Zfp473	0.0	0.0
Pabpn1	0.0	0.0
Casc3	0.0	0.0
Thoc6	0.0	0.0
Srsf2	0.0	0.0
Snrpd3	0.0	0.0
Rbm8a	0.0	0.0
Thoc1	0.0	0.0
Ddx39b	0.0	0.0
Snrpg	0.0	0.0
Sympk	0.0	0.0
Thoc2	0.0	0.0
Gm49396	0.0	0.0
Cpsf7	0.0	0.0
Thoc3	0.0	0.0
Nudt21	0.0	0.0
U2af1	0.0	0.0
Fip1l1	0.0	0.0
Chtop	0.0	0.0
Cpsf1	0.0	0.0
Thoc7	0.0	0.0
Cpsf4	0.0	0.0
Ddx39a	0.0	0.0
Cstf3	0.0	0.0
U2af2	0.0	0.0
Rnmt	0.0	0.0
Rngtt	0.0	0.0
Ubtf	0.0	0.0
Rrn3	0.0	0.0
Ttf1	0.0	0.0
Cavin1	0.0	0.0
Polr3c	0.0	0.0
Polr3b	0.0	0.0
Gtf3c6	0.0	0.0
Bdp1	0.0	0.0
Polr3a	0.0	0.0
Polr3h	0.0	0.0
Crcp	0.0	0.0
Polr3gl	0.0	0.0
Polr3g	0.0	0.0
Gtf3c3	0.0	0.0
Polr3f	0.0	0.0
Gtf3c4	0.0	0.0
Polr3d	0.0	0.0
Polr3k	0.0	0.0
Brf1	0.0	0.0
Polr3e	0.0	0.0
Gtf3c2	0.0	0.0
Gtf3c5	0.0	0.0
Gtf3c1	0.0	0.0
Gtf3a	0.0	0.0
Brf2	0.0	0.0
Tfam	0.0	0.0
Tfpi	0.0	0.0
F10	0.0	0.0
F3	0.0	0.0
F9	0.0	0.0
F7	0.0	0.0
Serpina5	0.0	0.0
Kng2	0.0	0.0
Serping1	0.0	0.0
Proc	0.0	0.0
F11	0.0	0.0
A2m	0.0	0.0
Gp1ba	0.0	0.0
C1qbp	0.0	0.0
F8	0.0	0.0
Gp5	0.0	0.0
Serpine2	0.0	0.0
F12	0.0	0.0
Gp9	0.0	0.0
Serpind1	0.0	0.0
Prcp	0.0	0.0
F2	0.0	0.0
Pros1	0.0	0.0
Serpinc1	0.0	0.0
Gp1bb	0.0	0.0
Procr	0.0	0.0
Pf4	0.0	0.0
F13a1	0.0	0.0
F2r	0.0	0.0
Thbd	0.0	0.0
Prtn3	0.0	0.0
Cd177	0.0	0.0
F5	0.0	0.0
F13b	0.0	0.0
Inpp5d	0.0	0.0
Ptpn6	0.0	0.0
Lck	0.0	0.0
Atp1b3	0.0	0.0
Slc7a8	0.0	0.0
Slc3a2	0.0	0.0
Atp1b1	0.0	0.0
Ppia	0.0	0.0
Slc7a7	0.0	0.0
Slc16a8	0.0	0.0
Slc7a10	0.0	0.0
Slc7a5	0.0	0.0
Mag	0.0	0.0
Slc7a6	0.0	0.0
Slc16a3	0.0	0.0
Slc16a1	0.0	0.0
Slc7a9	0.0	0.0
Cav1	0.0	0.0
Spn	0.0	0.0
Slc7a11	0.0	0.0
Atp1b2	0.0	0.0
Ppil2	0.0	0.0
Tek	0.0	0.0
Angpt2	0.0	0.0
Grb14	0.0	0.0
Angpt1	0.0	0.0
Angpt4	0.0	0.0
Pde9a	0.0	0.0
Irag1	0.0	0.0
Pde11a	0.0	0.0
Pde1b	0.0	0.0
Itpr1	0.0	0.0
Pde1a	0.0	0.0
Pde2a	0.0	0.0
Pde10a	0.0	0.0
Pde5a	0.0	0.0
Prkg1	0.0	0.0
Gng7	0.0	0.0
Gng10	0.0	0.0
Gng13	0.0	0.0
Gngt1	0.0	0.0
Gnb5	0.0	0.0
Gnb2	0.0	0.0
Gnb4	0.0	0.0
Gng2	0.0	0.0
Gng4	0.0	0.0
Ptgir	0.0	0.0
Gnb1	0.0	0.0
Gng3	0.0	0.0
Gng5	0.0	0.0
Gnas	0.0	0.0
Gnb3	0.0	0.0
Gng11	0.0	0.0
Gngt2	0.0	0.0
Gng8	0.0	0.0
P2rx4	0.0	0.0
P2rx2	0.0	0.0
Itpr2	0.0	0.0
Trpc7	0.0	0.0
Itpr3	0.0	0.0
P2rx1	0.0	0.0
P2rx3	0.0	0.0
P2rx7	0.0	0.0
P2rx5	0.0	0.0
Trpc6	0.0	0.0
P2rx6	0.0	0.0
Slc8a2	0.0	0.0
Slc8a3	0.0	0.0
Calm1	0.0	0.0
Atp2b2	0.0	0.0
Atp2a3	0.0	0.0
Atp2a2	0.0	0.0
Calm3	0.0	0.0
Sri	0.0	0.0
Atp2b1	0.0	0.0
Atp2b4	0.0	0.0
Slc8a1	0.0	0.0
Atp2a1	0.0	0.0
Atp2b3	0.0	0.0
Calm2	0.0	0.0
Pla2g4a	0.0	0.0
Fgr	0.0	0.0
Lrp8	0.0	0.0
Hrg	0.0	0.0
Serpinb2	0.0	0.0
Plat	0.0	0.0
Plau	0.0	0.0
Serpinb8	0.0	0.0
Serpinf2	0.0	0.0
S100a10	0.0	0.0
Anxa2	0.0	0.0
Plaur	0.0	0.0
Serpinb6a	0.0	0.0
Fcer1g	0.0	0.0
Gp6	0.0	0.0
Mgll	0.0	0.0
Abhd12	0.0	0.0
Daglb	0.0	0.0
Pik3r5	0.0	0.0
Plcg2	0.0	0.0
Pdpn	0.0	0.0
Mpig6b	0.0	0.0
Pik3cg	0.0	0.0
Lat	0.0	0.0
Rac2	0.0	0.0
Vav1	0.0	0.0
Rhog	0.0	0.0
Pik3r6	0.0	0.0
Syk	0.0	0.0
Lcp2	0.0	0.0
Gnai1	0.0	0.0
Gnai2	0.0	0.0
Gnai3	0.0	0.0
P2ry12	0.0	0.0
Gnat3	0.0	0.0
Gnaq	0.0	0.0
Gna14	0.0	0.0
P2ry1	0.0	0.0
Gna11	0.0	0.0
Gna15	0.0	0.0
Aamp	0.0	0.0
Tbxa2r	0.0	0.0
Gna13	0.0	0.0
Flna	0.0	0.0
Raf1	0.0	0.0
F2rl3	0.0	0.0
Gna12	0.0	0.0
Arrb1	0.0	0.0
F2rl2	0.0	0.0
Arrb2	0.0	0.0
Stx4a	0.0	0.0
Prkcg	0.0	0.0
Tmsb4x	0.0	0.0
Gtpbp2	0.0	0.0
Hgf	0.0	0.0
Selenop	0.0	0.0
Pdgfa	0.0	0.0
Orm2	0.0	0.0
Lhfpl2	0.0	0.0
Vegfc	0.0	0.0
Vti1b	0.0	0.0
Actn2	0.0	0.0
Ppbp	0.0	0.0
Wdr1	0.0	0.0
Trf	0.0	0.0
Tex264	0.0	0.0
Cyrib	0.0	0.0
Alb	0.0	0.0
Anxa5	0.0	0.0
Pcdh7	0.0	0.0
Clec3b	0.0	0.0
Aplp2	0.0	0.0
Lamp2	0.0	0.0
Cdc37l1	0.0	0.0
Cd36	0.0	0.0
Apoh	0.0	0.0
Habp4	0.0	0.0
Spp2	0.0	0.0
Ahsg	0.0	0.0
Plek	0.0	0.0
A1bg	0.0	0.0
Vegfb	0.0	0.0
Islr	0.0	0.0
Cd109	0.0	0.0
Rab27b	0.0	0.0
Tor4a	0.0	0.0
Manf	0.0	0.0
Srgn	0.0	0.0
Cyb5r1	0.0	0.0
Serpina3f	0.0	0.0
Igf1	0.0	0.0
Cfd	0.0	0.0
Selp	0.0	0.0
Ttn	0.0	0.0
Orm3	0.0	0.0
Pdgfb	0.0	0.0
Endod1	0.0	0.0
Tmx3	0.0	0.0
Maged2	0.0	0.0
Ola1	0.0	0.0
Aldoa	0.0	0.0
Stxbp2	0.0	0.0
Sccpdh	0.0	0.0
Igf2	0.0	0.0
Itih4	0.0	0.0
Psap	0.0	0.0
Clu	0.0	0.0
Scg3	0.0	0.0
Actn4	0.0	0.0
Nhlrc2	0.0	0.0
Chid1	0.0	0.0
Vegfd	0.0	0.0
Phactr2	0.0	0.0
Fam3c	0.0	0.0
Mmrn1	0.0	0.0
Cd63	0.0	0.0
Egf	0.0	0.0
Cd9	0.0	0.0
Lefty1	0.0	0.0
Vcl	0.0	0.0
Ctsw	0.0	0.0
Rarres2	0.0	0.0
Sytl4	0.0	0.0
Orm1	0.0	0.0
Gas6	0.0	0.0
Ecm1	0.0	0.0
Fermt3	0.0	0.0
Timp3	0.0	0.0
Lgals3bp	0.0	0.0
Apool	0.0	0.0
Itih3	0.0	0.0
Serpina3g	0.0	0.0
Serpina1c	0.0	0.0
Pcyox1l	0.0	0.0
Ly6g6f	0.0	0.0
Abcc4	0.0	0.0
Vegfa	0.0	0.0
Qsox1	0.0	0.0
Adra2a	0.0	0.0
Adra2c	0.0	0.0
Adra2b	0.0	0.0
Kif1c	0.0	0.0
Kif23	0.0	0.0
Kif16b	0.0	0.0
Kif1b	0.0	0.0
Kif22	0.0	0.0
Kif26a	0.0	0.0
Kif27	0.0	0.0
Kif12	0.0	0.0
Kif3a	0.0	0.0
Kifap3	0.0	0.0
Kif9	0.0	0.0
Kif21b	0.0	0.0
Klc2	0.0	0.0
Racgap1	0.0	0.0
Kifc1	0.0	0.0
Kif19a	0.0	0.0
Kif11	0.0	0.0
Kif20a	0.0	0.0
Kif3c	0.0	0.0
Kif5b	0.0	0.0
Kif26b	0.0	0.0
Klc3	0.0	0.0
Kif20b	0.0	0.0
Kif1a	0.0	0.0
Kif13b	0.0	0.0
Kif5a	0.0	0.0
Kifc2	0.0	0.0
Klc1	0.0	0.0
Kif21a	0.0	0.0
Kif6	0.0	0.0
Kif18b	0.0	0.0
Kif15	0.0	0.0
Klc4	0.0	0.0
Kif3b	0.0	0.0
Kif28	0.0	0.0
Sh2b1	0.0	0.0
Prlr	0.0	0.0
Gh	0.0	0.0
Ghr	0.0	0.0
Prl	0.0	0.0
Brwd1	0.0	0.0
Stat5b	0.0	0.0
Il7r	0.0	0.0
Il2rg	0.0	0.0
Tslp	0.0	0.0
Stat5a	0.0	0.0
Stat3	0.0	0.0
Il1b	0.0	0.0
Casp1	0.0	0.0
Gsdmd	0.0	0.0
Il1a	0.0	0.0
Il1rapl1	0.0	0.0
Il1f10	0.0	0.0
Il1rl2	0.0	0.0
Tbk1	0.0	0.0
Il1f9	0.0	0.0
Il1f6	0.0	0.0
Il1rap	0.0	0.0
Il1f8	0.0	0.0
Il1f5	0.0	0.0
Il1rl1	0.0	0.0
Il33	0.0	0.0
Nfkbib	0.0	0.0
Tab1	0.0	0.0
Irak1	0.0	0.0
Hmgb1	0.0	0.0
S100b	0.0	0.0
Irak2	0.0	0.0
Ripk2	0.0	0.0
Nfkbia	0.0	0.0
Nkiras1	0.0	0.0
Tab2	0.0	0.0
Map3k7	0.0	0.0
Ager	0.0	0.0
Traf6	0.0	0.0
Nkiras2	0.0	0.0
Ikbkb	0.0	0.0
Ikbkg	0.0	0.0
Nod2	0.0	0.0
Tab3	0.0	0.0
Nod1	0.0	0.0
Chuk	0.0	0.0
Tnip2	0.0	0.0
Map3k8	0.0	0.0
Il27ra	0.0	0.0
Il6st	0.0	0.0
Tyk2	0.0	0.0
Il12rb1	0.0	0.0
Il12b	0.0	0.0
Il23a	0.0	0.0
Crlf1	0.0	0.0
Il27	0.0	0.0
Snap25	0.0	0.0
Cd4	0.0	0.0
Txlna	0.0	0.0
Csf3	0.0	0.0
Il16	0.0	0.0
Csf1r	0.0	0.0
Csf1	0.0	0.0
Vamp2	0.0	0.0
Stx3	0.0	0.0
Casp3	0.0	0.0
Csf3r	0.0	0.0
Ptprz1	0.0	0.0
Il34	0.0	0.0
Il15	0.0	0.0
Il2rb	0.0	0.0
Sos2	0.0	0.0
Il15ra	0.0	0.0
Il9	0.0	0.0
Il9r	0.0	0.0
Il2ra	0.0	0.0
Il21r	0.0	0.0
Il21	0.0	0.0
Il5ra	0.0	0.0
Csf2rb2	0.0	0.0
Csf2	0.0	0.0
Csf2ra	0.0	0.0
Inppl1	0.0	0.0
Cbl	0.0	0.0
Crkl	0.0	0.0
Crk	0.0	0.0
Rapgef1	0.0	0.0
Hck	0.0	0.0
Il6	0.0	0.0
Il6ra	0.0	0.0
Socs3	0.0	0.0
Clcf1	0.0	0.0
Osmr	0.0	0.0
Osm	0.0	0.0
Il31ra	0.0	0.0
Cntf	0.0	0.0
Ctf1	0.0	0.0
Cntfr	0.0	0.0
Il31	0.0	0.0
Lif	0.0	0.0
Lifr	0.0	0.0
Il10rb	0.0	0.0
Hsp90b1	0.0	0.0
Socs5	0.0	0.0
Il4	0.0	0.0
Il4ra	0.0	0.0
Socs1	0.0	0.0
Stat6	0.0	0.0
Il13ra1	0.0	0.0
Stat2	0.0	0.0
Ifnlr1	0.0	0.0
Ifnl2	0.0	0.0
Ifnl3	0.0	0.0
Il22ra1	0.0	0.0
Il20rb	0.0	0.0
Il20ra	0.0	0.0
Tnfrsf1a	0.0	0.0
Eda2r	0.0	0.0
Tnfsf8	0.0	0.0
Tnfsf4	0.0	0.0
Tnfsf13	0.0	0.0
Tnfsf11	0.0	0.0
Cd70	0.0	0.0
Tnfrsf4	0.0	0.0
Tnfrsf13b	0.0	0.0
Cd27	0.0	0.0
Tnfsf9	0.0	0.0
Tnfrsf18	0.0	0.0
Tnfsf18	0.0	0.0
Tnfrsf14	0.0	0.0
Tnfsf15	0.0	0.0
Tnfrsf1b	0.0	0.0
Tnfsf13b	0.0	0.0
Edaradd	0.0	0.0
Tnfrsf17	0.0	0.0
Tnfrsf25	0.0	0.0
Tnfrsf8	0.0	0.0
Eda	0.0	0.0
Tnfrsf9	0.0	0.0
Tnfrsf11b	0.0	0.0
Edar	0.0	0.0
Lta	0.0	0.0
Relb	0.0	0.0
Map3k14	0.0	0.0
Ube2m	0.0	0.0
Uba3	0.0	0.0
Traf2	0.0	0.0
Ltbr	0.0	0.0
Tnfrsf11a	0.0	0.0
Birc2	0.0	0.0
Traf3	0.0	0.0
Ltb	0.0	0.0
Cd40lg	0.0	0.0
Tnfsf14	0.0	0.0
Tnfrsf13c	0.0	0.0
Tnfrsf12a	0.0	0.0
Birc3	0.0	0.0
Tnfsf12	0.0	0.0
Cd40	0.0	0.0
Irf3	0.0	0.0
Eif4g1	0.0	0.0
Eif4e3	0.0	0.0
Eif4g3	0.0	0.0
Eif4a2	0.0	0.0
Ifit1bl2	0.0	0.0
Eif4a1	0.0	0.0
Eif4e	0.0	0.0
Ppm1b	0.0	0.0
Arih1	0.0	0.0
Eif4e2	0.0	0.0
Usp18	0.0	0.0
Eif4g2	0.0	0.0
Flnb	0.0	0.0
Nedd4	0.0	0.0
Ddx58	0.0	0.0
Mx2	0.0	0.0
Eif2ak2	0.0	0.0
Rnasel	0.0	0.0
Oasl1	0.0	0.0
Ifng	0.0	0.0
Ifngr2	0.0	0.0
Ptpn2	0.0	0.0
Ifngr1	0.0	0.0
Ifna12	0.0	0.0
Ifnar1	0.0	0.0
Ifna1	0.0	0.0
Ifnb1	0.0	0.0
Ifna4	0.0	0.0
Ifnar2	0.0	0.0
Ifna11	0.0	0.0
Ifna2	0.0	0.0
Ifna5	0.0	0.0
Ifna13	0.0	0.0
Ifna16	0.0	0.0
Ifna14	0.0	0.0
Ptpn1	0.0	0.0
Ifna9	0.0	0.0
Ifna6	0.0	0.0
Ifna7	0.0	0.0
Ifna15	0.0	0.0
Ifnab	0.0	0.0
Socs2	0.0	0.0
Sla2	0.0	0.0
Socs6	0.0	0.0
Sla	0.0	0.0
Flt3l	0.0	0.0
Ptprj	0.0	0.0
Csk	0.0	0.0
Sh2b3	0.0	0.0
Rnf7	0.0	0.0
Ighv3-6	0.0	0.0
Gm8909	0.0	0.0
Ighv11-1	0.0	0.0
Ighv5-17	0.0	0.0
Igkv17-127	0.0	0.0
Cd300lg	0.0	0.0
Siglecf	0.0	0.0
Siglech	0.0	0.0
Igkv1-132	0.0	0.0
Ighv1-47	0.0	0.0
Igkv9-120	0.0	0.0
Npdc1	0.0	0.0
Treml1	0.0	0.0
Ighv14-1	0.0	0.0
Cd300c	0.0	0.0
Ighv1-67	0.0	0.0
Ighv1-64	0.0	0.0
Ighv15-2	0.0	0.0
H2-M10.6	0.0	0.0
Ighv1-78	0.0	0.0
Clec4g	0.0	0.0
H2-T24	0.0	0.0
Ighv1-26	0.0	0.0
Gm42543	0.0	0.0
Jaml	0.0	0.0
H2-K1	0.0	0.0
Ighv1-62-3	0.0	0.0
Ighv1-63	0.0	0.0
H2-M10.4	0.0	0.0
H2-Bl	0.0	0.0
Ifitm6	0.0	0.0
H2-M1	0.0	0.0
Sh2d1b2	0.0	0.0
Igkv9-123	0.0	0.0
Igkv13-84	0.0	0.0
Trav19	0.0	0.0
Ighv1-9	0.0	0.0
Trac	0.0	0.0
Ighv8-9	0.0	0.0
Treml2	0.0	0.0
Ighv5-9-1	0.0	0.0
Ifitm7	0.0	0.0
Cd3g	0.0	0.0
Ighv1-24	0.0	0.0
Ighv1-37	0.0	0.0
Ighv1-75	0.0	0.0
H2-Q7	0.0	0.0
Ighv8-2	0.0	0.0
Ighv1-18	0.0	0.0
Ighv1-74	0.0	0.0
Gm7030	0.0	0.0
H2-Q1	0.0	0.0
Ighv3-3	0.0	0.0
Ighv1-54	0.0	0.0
Ighv1-15	0.0	0.0
Ighv1-43	0.0	0.0
Cd3d	0.0	0.0
B2m	0.0	0.0
Cd300a	0.0	0.0
H2-Q6	0.0	0.0
Ighv1-5	0.0	0.0
Ighv1-31	0.0	0.0
Raet1e	0.0	0.0
Ighv1-72	0.0	0.0
H2-Q2	0.0	0.0
C3	0.0	0.0
Ifitm2	0.0	0.0
Fcgr4	0.0	0.0
Igkv10-94	0.0	0.0
Igkv8-21	0.0	0.0
Igkv20-101-2	0.0	0.0
Ighv8-5	0.0	0.0
Trbv16	0.0	0.0
Cd300c2	0.0	0.0
Igkv9-124	0.0	0.0
Cd8b1	0.0	0.0
Lair1	0.0	0.0
Cd200r2	0.0	0.0
Ighv1-7	0.0	0.0
Igkv1-133	0.0	0.0
H2-M10.5	0.0	0.0
Gm11127	0.0	0.0
Trav16	0.0	0.0
Ighv1-4	0.0	0.0
Cd3e	0.0	0.0
Slamf6	0.0	0.0
Ifitm1	0.0	0.0
Fcgr3	0.0	0.0
Ighv3-5	0.0	0.0
Ighv1-55	0.0	0.0
Ighv1-58	0.0	0.0
Cd300e	0.0	0.0
Ighv1-56	0.0	0.0
Igkv2-137	0.0	0.0
H2-M10.1	0.0	0.0
Ighv1-53	0.0	0.0
Ighv1-81	0.0	0.0
Klrc3	0.0	0.0
Ighv5-2	0.0	0.0
Hcst	0.0	0.0
Igkv10-95	0.0	0.0
Ighv1-84	0.0	0.0
Pilra	0.0	0.0
Cd19	0.0	0.0
Klrd1	0.0	0.0
Ighv8-13	0.0	0.0
Ighv4-1	0.0	0.0
H2-M5	0.0	0.0
Cd1d1	0.0	0.0
Igkv2-112	0.0	0.0
Ighv14-2	0.0	0.0
Ighv1-85	0.0	0.0
Ighv1-11	0.0	0.0
Ighv3-4	0.0	0.0
Ighv1-23	0.0	0.0
H2-T23	0.0	0.0
Cd33	0.0	0.0
Siglecg	0.0	0.0
Slamf7	0.0	0.0
Igkv1-131	0.0	0.0
Igkv18-36	0.0	0.0
Ighv5-15	0.0	0.0
Ighv1-66	0.0	0.0
Igkv1-135	0.0	0.0
Ighv5-12	0.0	0.0
Ighv1-76	0.0	0.0
Ighv8-8	0.0	0.0
Ighv1-20	0.0	0.0
Sell	0.0	0.0
Cd247	0.0	0.0
Oscar	0.0	0.0
H2-T22	0.0	0.0
Kir3dl2	0.0	0.0
Igkv1-35	0.0	0.0
Ighv14-4	0.0	0.0
Ighv1-19	0.0	0.0
H2-M11	0.0	0.0
Ighv8-12	0.0	0.0
Ighv1-34	0.0	0.0
Ighv8-4	0.0	0.0
Cd200	0.0	0.0
H2-Q4	0.0	0.0
Ighv1-22	0.0	0.0
Sh2d1a	0.0	0.0
Ighv11-2	0.0	0.0
Igkv10-96	0.0	0.0
Ighv1-12	0.0	0.0
Ighv5-12-4	0.0	0.0
Ighv12-3	0.0	0.0
Ighv1-42	0.0	0.0
Ighv5-4	0.0	0.0
Fcgr2b	0.0	0.0
Ighv1-77	0.0	0.0
H2-M9	0.0	0.0
Treml4	0.0	0.0
Clec2m	0.0	0.0
Ighv1-36	0.0	0.0
Ighv5-9	0.0	0.0
Cd300lb	0.0	0.0
Kir3dl1	0.0	0.0
Klrk1	0.0	0.0
Ighv1-82	0.0	0.0
Ighv1-39	0.0	0.0
Ighv14-3	0.0	0.0
H2-M3	0.0	0.0
Ighv1-69	0.0	0.0
Ighv1-71	0.0	0.0
Cd34	0.0	0.0
Ighv1-80	0.0	0.0
Ighv8-11	0.0	0.0
Trbc1	0.0	0.0
Cd8a	0.0	0.0
Ighv1-59	0.0	0.0
Cxadr	0.0	0.0
Ighv1-62-2	0.0	0.0
Ighv3-1	0.0	0.0
Ighv3-8	0.0	0.0
Cd81	0.0	0.0
H2-T10	0.0	0.0
Klrb1a	0.0	0.0
H2-M10.2	0.0	0.0
Crtam	0.0	0.0
Ighv1-50	0.0	0.0
Siglece	0.0	0.0
Ifitm3	0.0	0.0
Cd96	0.0	0.0
H2-M10.3	0.0	0.0
Trem1	0.0	0.0
H2-M2	0.0	0.0
Ighv1-16	0.0	0.0
Ighv8-6	0.0	0.0
Igkv17-121	0.0	0.0
Cd22	0.0	0.0
Ighv1-49	0.0	0.0
Siglec1	0.0	0.0
Cd226	0.0	0.0
Ighv1-61	0.0	0.0
H2-Q10	0.0	0.0
Ighv1-52	0.0	0.0
Ighv5-16	0.0	0.0
Trbc2	0.0	0.0
Pianp	0.0	0.0
Ighv5-6	0.0	0.0
H2-Aa	0.0	0.0
H2-Eb1	0.0	0.0
Trat1	0.0	0.0
Card11	0.0	0.0
Cdc34	0.0	0.0
Malt1	0.0	0.0
H2-Ab1	0.0	0.0
H2-Ea	0.0	0.0
Prkcq	0.0	0.0
Pten	0.0	0.0
Bcl10	0.0	0.0
H2-Eb2	0.0	0.0
Pag1	0.0	0.0
Ptpn22	0.0	0.0
Zap70	0.0	0.0
Was	0.0	0.0
Grap2	0.0	0.0
Itk	0.0	0.0
Cd101	0.0	0.0
Ap1g1	0.0	0.0
Sec24b	0.0	0.0
Sec24c	0.0	0.0
Ap1s3	0.0	0.0
Ap1m1	0.0	0.0
Ctsh	0.0	0.0
Cd74	0.0	0.0
Canx	0.0	0.0
Sec24d	0.0	0.0
Ap1s2	0.0	0.0
Sar1b	0.0	0.0
Ap1m2	0.0	0.0
Ctso	0.0	0.0
Actr1b	0.0	0.0
Sec23a	0.0	0.0
Rilp	0.0	0.0
Ctse	0.0	0.0
Sec31a	0.0	0.0
H2-Ob	0.0	0.0
Ap1s1	0.0	0.0
Ctsa	0.0	0.0
Lgmn	0.0	0.0
Ctsc	0.0	0.0
Ctsf	0.0	0.0
H2-DMb2	0.0	0.0
Ap1b1	0.0	0.0
H2-Oa	0.0	0.0
Arf1	0.0	0.0
Ctss	0.0	0.0
Lag3	0.0	0.0
Rab7	0.0	0.0
Ifi30	0.0	0.0
Osbpl1a	0.0	0.0
Sec24a	0.0	0.0
H2-DMa	0.0	0.0
Them4	0.0	0.0
Cd28	0.0	0.0
Trib3	0.0	0.0
Cd86	0.0	0.0
Cd80	0.0	0.0
Ctla4	0.0	0.0
Cd274	0.0	0.0
Pdcd1	0.0	0.0
Pdcd1lg2	0.0	0.0
Rap1gap2	0.0	0.0
Rapgef4	0.0	0.0
Sipa1	0.0	0.0
Rasgrp1	0.0	0.0
Rapgef3	0.0	0.0
